h_stripe34_rev	0.139912	0.138241	0.136838	0.13483	0.133176	0.131981	0.131219	0.130227	0.12992	0.128897	0.128595	0.128213	0.127908	0.127983	0.128168	0.128882	0.12865	0.130275	0.130325	0.130739	0.131006	0.13224	0.133174	0.133485	0.135221	0.135901	0.137613	0.140221	0.140862	0.141069	0.141037	0.142108	0.142975	0.143823	0.14358	0.144564	0.144476	0.14444	0.145136	0.145045	0.145175	0.14515	0.145172	0.145052	0.145048	0.144486	0.145284	0.145523	0.145695	0.146082	0.145497	0.145235	0.145718	0.145506	0.146137	0.14599	0.146176	0.146118	0.146868	0.147042
kni_(+1)	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0
kni_(+1)	0.226394	0.221112	0.216782	0.210346	0.205041	0.200876	0.198031	0.194347	0.192381	0.188243	0.186496	0.183896	0.181916	0.180794	0.179727	0.179978	0.177797	0.18052	0.178969	0.178052	0.177116	0.17817	0.178225	0.177556	0.179297	0.178725	0.180061	0.183453	0.183048	0.181463	0.179721	0.180111	0.18047	0.180297	0.178389	0.178849	0.17735	0.176341	0.176438	0.174625	0.173935	0.172803	0.172037	0.170753	0.1703	0.168736	0.169461	0.169254	0.169016	0.169431	0.167912	0.167286	0.167943	0.167051	0.167809	0.167532	0.167783	0.167649	0.168836	0.169085
kni_(-5)	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kni_(-5)	0.302682	0.292821	0.284811	0.273016	0.263418	0.255871	0.250722	0.244107	0.240424	0.233045	0.229829	0.225017	0.221409	0.21915	0.216887	0.216637	0.212585	0.216198	0.213141	0.211009	0.209002	0.209937	0.209275	0.207767	0.209335	0.207445	0.207962	0.211212	0.209282	0.205778	0.202398	0.201787	0.201358	0.199989	0.196595	0.196091	0.193227	0.191171	0.190307	0.187082	0.185623	0.183722	0.182434	0.180499	0.179809	0.177834	0.178443	0.178065	0.177778	0.178418	0.176788	0.176297	0.177295	0.176402	0.177613	0.177823	0.178707	0.179239	0.181401	0.182387
kni_83_ru	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0
kni_83_ru	0.290011	0.282358	0.273862	0.262602	0.252922	0.248273	0.246297	0.242742	0.246227	0.242754	0.243632	0.245608	0.246281	0.250656	0.25594	0.265626	0.265394	0.282573	0.284243	0.289247	0.292227	0.304728	0.313811	0.316056	0.330948	0.334556	0.346935	0.36771	0.370143	0.368807	0.365991	0.373474	0.379594	0.384833	0.380512	0.387494	0.384793	0.38325	0.388021	0.384843	0.384848	0.38306	0.382029	0.379	0.378248	0.372237	0.377869	0.378662	0.378899	0.381566	0.375126	0.372315	0.37587	0.372601	0.377279	0.376183	0.377988	0.378027	0.385199	0.387525
knrl_(+8)	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
knrl_(+8)	0.209311	0.204118	0.199299	0.192593	0.187025	0.183499	0.181449	0.178562	0.178492	0.175474	0.174832	0.174079	0.173308	0.173918	0.174764	0.177274	0.176215	0.181582	0.181298	0.182126	0.182492	0.185992	0.18828	0.188638	0.192856	0.193472	0.196638	0.202166	0.202021	0.200753	0.199282	0.200884	0.202281	0.203491	0.202049	0.203958	0.203155	0.202641	0.204032	0.203205	0.2032	0.202747	0.202518	0.201824	0.201676	0.200038	0.2019	0.202347	0.202618	0.203522	0.201801	0.201038	0.202178	0.201455	0.203203	0.203203	0.204225	0.204853	0.207746	0.209078
Kr_AD2_ru	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kr_AD2_ru	0.13008	0.129146	0.128117	0.126745	0.125556	0.125011	0.124812	0.124435	0.125014	0.124726	0.124973	0.125475	0.125757	0.126569	0.127564	0.129169	0.129459	0.132018	0.132594	0.133686	0.134445	0.13656	0.138318	0.139014	0.141616	0.14272	0.145027	0.148277	0.148934	0.149179	0.14918	0.150596	0.15177	0.153039	0.152914	0.154354	0.154464	0.154566	0.15567	0.155849	0.156175	0.15633	0.156494	0.15652	0.156613	0.156013	0.157214	0.157706	0.158082	0.158682	0.158025	0.157731	0.158396	0.15821	0.159185	0.159143	0.159603	0.159822	0.161172	0.161704
Kr_CD1_ru	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kr_CD1_ru	0.390648	0.375794	0.363278	0.345259	0.330612	0.319827	0.312771	0.303531	0.29955	0.289363	0.285385	0.27957	0.275023	0.272922	0.270891	0.272197	0.266761	0.27435	0.270476	0.268313	0.26602	0.269099	0.269418	0.267561	0.27167	0.269368	0.271589	0.278891	0.276426	0.271186	0.265926	0.265995	0.266216	0.265061	0.259852	0.260482	0.256493	0.253778	0.253746	0.24903	0.24714	0.244162	0.242125	0.23876	0.23752	0.233615	0.234946	0.234067	0.2331	0.233734	0.229828	0.228162	0.229444	0.22715	0.228999	0.228805	0.230004	0.230522	0.234238	0.235736
Kr_CD2_ru	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kr_CD2_ru	0.382978	0.368212	0.355196	0.336858	0.321828	0.311406	0.304859	0.296064	0.293511	0.283941	0.280773	0.276321	0.272642	0.271954	0.2716	0.275228	0.270672	0.281573	0.278863	0.278539	0.277599	0.283749	0.286797	0.28618	0.294276	0.293958	0.299942	0.312484	0.311434	0.30703	0.302183	0.304839	0.307204	0.308387	0.303253	0.306397	0.302758	0.300369	0.302253	0.29804	0.296836	0.294278	0.292634	0.289488	0.288479	0.283743	0.287116	0.287168	0.286936	0.288614	0.283773	0.281692	0.284081	0.281542	0.284789	0.284215	0.285763	0.286198	0.291706	0.293793
nub_(-2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	0.89	0.67	0.33	0.11	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0
nub_(-2)	0.19384	0.190621	0.186684	0.181539	0.176989	0.175158	0.174642	0.173375	0.176154	0.175201	0.176417	0.178789	0.18012	0.183817	0.188382	0.195858	0.197226	0.20962	0.212482	0.217942	0.221775	0.232746	0.242036	0.245671	0.259855	0.26574	0.278689	0.297842	0.301541	0.30271	0.302415	0.310959	0.318149	0.325933	0.324825	0.333884	0.334322	0.3348	0.341823	0.342663	0.344635	0.345426	0.346332	0.346228	0.346707	0.342535	0.350256	0.353253	0.355491	0.359312	0.354634	0.352518	0.356848	0.355411	0.361847	0.361556	0.364681	0.366221	0.375514	0.379327
oc_(+7)	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oc_(+7)	0.392484	0.377033	0.365222	0.347563	0.333476	0.321595	0.313192	0.302745	0.295427	0.283749	0.278014	0.269337	0.263069	0.258176	0.253067	0.250305	0.243604	0.245652	0.24021	0.235579	0.23165	0.230574	0.227637	0.224644	0.224236	0.220383	0.218919	0.220686	0.217483	0.212425	0.207743	0.205884	0.20454	0.201928	0.197626	0.196423	0.192907	0.190501	0.189209	0.185043	0.183112	0.180454	0.178576	0.17574	0.174611	0.171984	0.171853	0.17063	0.16946	0.169393	0.166834	0.16576	0.166165	0.16444	0.164946	0.164759	0.165236	0.165426	0.167186	0.167954
oc_otd_early	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oc_otd_early	0.331004	0.318382	0.308578	0.294066	0.282467	0.272908	0.266245	0.257931	0.25249	0.243287	0.238942	0.232454	0.227745	0.224365	0.220893	0.219497	0.214501	0.217242	0.213371	0.210356	0.20773	0.207901	0.206477	0.204483	0.205215	0.202603	0.202217	0.204555	0.202059	0.198123	0.194488	0.193536	0.192925	0.191496	0.188333	0.188069	0.185668	0.18403	0.183654	0.180942	0.179797	0.17812	0.176972	0.175138	0.174452	0.172444	0.172968	0.172427	0.171858	0.17211	0.170125	0.169276	0.169869	0.168702	0.169666	0.169715	0.170517	0.171077	0.173297	0.174412
odd_(-3)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	0.89	0.67
odd_(-3)	0.176402	0.173704	0.170859	0.16699	0.163647	0.161896	0.161077	0.159718	0.160749	0.159488	0.159778	0.160493	0.1608	0.162444	0.164517	0.168231	0.168475	0.174942	0.175983	0.178355	0.17993	0.185175	0.189362	0.190807	0.197345	0.199653	0.205317	0.213886	0.215148	0.215129	0.214518	0.217972	0.220848	0.223736	0.22267	0.226053	0.225551	0.225223	0.227549	0.227019	0.227342	0.227145	0.227145	0.226639	0.226665	0.224712	0.227726	0.228818	0.229701	0.231413	0.229494	0.22876	0.230726	0.23007	0.232676	0.232554	0.233787	0.234346	0.238093	0.239616
odd_(-5)	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	0.89	0.67
odd_(-5)	0.207771	0.202404	0.198084	0.19173	0.186586	0.182552	0.179817	0.176335	0.174421	0.170593	0.168947	0.166528	0.164725	0.163665	0.162621	0.162633	0.160709	0.162706	0.16133	0.160458	0.159632	0.160333	0.160251	0.159634	0.160647	0.159887	0.16035	0.162152	0.161355	0.159887	0.158477	0.15853	0.158649	0.158474	0.157227	0.15756	0.156671	0.156086	0.156281	0.155297	0.154972	0.154381	0.153994	0.153295	0.153057	0.152092	0.15265	0.152574	0.15245	0.15271	0.151728	0.151296	0.151718	0.151198	0.151811	0.151745	0.152116	0.152322	0.153515	0.154074
pdm2_(+1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0
pdm2_(+1)	0.27881	0.270652	0.263212	0.252673	0.243915	0.238049	0.234437	0.229435	0.228349	0.222815	0.221068	0.218565	0.216403	0.216011	0.215707	0.21761	0.214674	0.220528	0.218543	0.217772	0.216744	0.219386	0.220209	0.219367	0.222644	0.221689	0.223768	0.229092	0.228055	0.225332	0.222499	0.223195	0.223859	0.223797	0.220929	0.221909	0.219785	0.218357	0.218812	0.216332	0.215458	0.213936	0.21293	0.211174	0.210583	0.208249	0.209622	0.209488	0.209266	0.209999	0.207685	0.206712	0.207794	0.206529	0.207986	0.207756	0.208474	0.208653	0.211102	0.211985
prd_+4	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
